method,run_id,sample_id,qa_index,category,memory_update_mode,memory_wrapper_store,judge_mode,judge_runs,question,ground_truth,predicted_answer,exact_match,f1,bleu1,judge_score,judge_reason,judge_scores,judge_labels,judge_cache_key,search_latency_sec,generation_latency_sec,total_latency_sec,prompt_tokens,completion_tokens,total_tokens,num_retrieved_memories,num_speaker_1_memories,num_speaker_2_memories,top_k_per_speaker,max_total_retrieved_memories,retrieval_token_budget,retrieval_budget_strategy,retrieval_token_budget_applied,speaker_1_memory_tokens,speaker_2_memory_tokens,retrieved_memory_tokens,speaker_1_memory_tokens_pre_trim,speaker_2_memory_tokens_pre_trim,retrieved_memory_tokens_pre_trim,num_retrieved_memories_pre_trim,num_retrieved_memories_dropped_by_budget,top1_memory_score
mem0_semantic_top7,20260626_224609,conv-26,11,2,paper_update_wrapper,json_local,paper_binary,5,How long has Caroline had her current group of friends for?,4 years,4 years.,1.0,1.0,1.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",30aa9c82b748237e05ab352f57af788afbe6e777dd0344ac883e0bb5d3581007,0.4128587245941162,2.0338222980499268,2.446681022644043,1148,115,1263,14,7,7,7,14,,interleave_rank,False,354,293,647,354,293,647,14,0,0.7426521182060242
mem0_semantic_top7,20260626_224609,conv-26,12,1,paper_update_wrapper,json_local,paper_binary,5,Where did Caroline move from 4 years ago?,Sweden,her home country,0.0,0.0,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",cb39c772b5ad958e88915fb51e6fa226127f5914070088b371bc7fea4d719e65,0.4178471565246582,2.2345306873321533,2.6523778438568115,1143,112,1255,14,7,7,7,14,,interleave_rank,False,335,309,644,335,309,644,14,0,0.7600430250167847
mem0_semantic_top7,20260626_224609,conv-26,13,2,paper_update_wrapper,json_local,paper_binary,5,How long ago was Caroline's 18th birthday?,10 years ago,Ten years ago.,0.0,0.6666666666666666,0.6666666666666666,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",7b271c2ba95daaa58cdeebd79a9073a805d8149ddd1f614c1d36d9227a8864f9,0.364788293838501,4.102221488952637,4.467009782791138,1157,321,1478,14,7,7,7,14,,interleave_rank,False,371,286,657,371,286,657,14,0,0.5765967965126038
mem0_semantic_top7,20260626_224609,conv-26,14,1,paper_update_wrapper,json_local,paper_binary,5,What career path has Caroline decided to persue?,counseling or mental health for Transgender people,Counseling and mental health.,0.0,0.5454545454545454,0.354274914555761,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",aef5a0cd0f0de4f0eb4209f4ea45f9ed97a0a24ff159ff0bfdec48fb8b036c88,0.40731239318847656,1.6449267864227295,2.052239179611206,1103,50,1153,14,7,7,7,14,,interleave_rank,False,341,264,605,341,264,605,14,0,0.6479057669639587
mem0_semantic_top7,20260626_224609,conv-26,15,3,paper_update_wrapper,json_local,paper_binary,5,Would Caroline still want to pursue counseling as a career if she hadn't received support growing up?,Likely no,No direct evidence.,0.0,0.4,0.3333333333333333,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0]","['WRONG', 'WRONG', 'WRONG', 'WRONG', 'WRONG']",a591da499fb69c23ff676dc6e4be2f295db413e8d2e5f24e403a0ed765e49fcc,0.743363618850708,3.7224676609039307,4.465831279754639,1109,141,1250,14,7,7,7,14,,interleave_rank,False,339,265,604,339,265,604,14,0,0.6168941259384155
mem0_semantic_top7,20260626_224609,conv-26,16,1,paper_update_wrapper,json_local,paper_binary,5,What activities does Melanie partake in?,"pottery, camping, painting, swimming","running, reading, clarinet, violin",0.0,0.0,0.0,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0]","['WRONG', 'WRONG', 'WRONG', 'WRONG', 'WRONG']",5e093007f8c44adcf40a4e5aa86b212ca8d5f0bc35be0bcb4d2aa8566bcc3b9d,0.37215161323547363,6.985241413116455,7.357393026351929,1076,544,1620,14,7,7,7,14,,interleave_rank,False,293,289,582,293,289,582,14,0,0.5210655331611633
mem0_semantic_top7,20260626_224609,conv-26,17,2,paper_update_wrapper,json_local,paper_binary,5,When did Melanie sign up for a pottery class?,2 July 2023,"July 2, 2023",0.0,1.0,1.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",17064a80dcbac3993e70e2916adf8c4d5f3a2b7caff514617c0a49bc5b6670c5,0.44355154037475586,2.758774518966675,3.2023260593414307,2321,183,2504,14,7,7,7,14,,interleave_rank,False,303,342,645,303,342,645,14,0,0.516217052936554
mem0_semantic_top7,20260626_224609,conv-26,18,2,paper_update_wrapper,json_local,paper_binary,5,When is Caroline going to the transgender conference?,July 2023,July 2023,1.0,1.0,1.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",62efb0092e6506c167b5377262202d1332f77a9832477891ed9a48d81630162f,0.4480006694793701,1.508375644683838,1.956376314163208,1176,93,1269,14,7,7,7,14,,interleave_rank,False,372,305,677,372,305,677,14,0,0.8275874257087708
mem0_semantic_top7,20260626_224609,conv-26,19,1,paper_update_wrapper,json_local,paper_binary,5,Where has Melanie camped?,"beach, mountains, forest",Mountains and beach.,0.0,0.6666666666666666,0.6666666666666666,0.8,,"[1.0, 1.0, 1.0, 1.0, 0.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'WRONG']",81b7b092c02f7134d84fb5843859b422e1a1ac378bad3c82f4feefd731b3161e,0.4254002571105957,2.4573490619659424,2.882749319076538,1234,95,1329,14,7,7,7,14,,interleave_rank,False,336,406,742,336,406,742,14,0,0.5375016331672668
mem0_semantic_top7,20260626_224609,conv-26,20,1,paper_update_wrapper,json_local,paper_binary,5,What do Melanie's kids like?,"dinosaurs, nature",Pottery and painting.,0.0,0.0,0.0,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0]","['WRONG', 'WRONG', 'WRONG', 'WRONG', 'WRONG']",a6748ca3bd41b6101a10a780af2330054db84292d5739a5bc8a9eba41da7c608,0.49476146697998047,5.140652418136597,5.635413885116577,1105,361,1466,14,7,7,7,14,,interleave_rank,False,316,295,611,316,295,611,14,0,0.5034155249595642
mem0_semantic_top7,20260626_224609,conv-26,21,2,paper_update_wrapper,json_local,paper_binary,5,When did Melanie go to the museum?,5 July 2023,"July 5, 2023",0.0,1.0,1.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",1179aad34ec7e7d64402ac011a4d9d198217926fbcfb9c7e0bb11bf74d95e523,0.39049768447875977,1.7832002639770508,2.1736979484558105,1240,106,1346,14,7,7,7,14,,interleave_rank,False,348,398,746,348,398,746,14,0,0.5234173536300659
mem0_semantic_top7,20260626_224609,conv-26,22,2,paper_update_wrapper,json_local,paper_binary,5,When did Caroline have a picnic?,The week before 6 July 2023,No picnic mentioned.,0.0,0.0,0.0,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0]","['WRONG', 'WRONG', 'WRONG', 'WRONG', 'WRONG']",097a167bb54f4c6af2d53c9527ca320a133d105424621041a70cdd63aa87c59b,0.39275574684143066,1.5911684036254883,1.983924150466919,1098,67,1165,14,7,7,7,14,,interleave_rank,False,337,265,602,337,265,602,14,0,0.5649147629737854
mem0_semantic_top7,20260626_224609,conv-26,23,3,paper_update_wrapper,json_local,paper_binary,5,Would Caroline likely have Dr. Seuss books on her bookshelf?,"Yes, since she collects classic children's books","Yes, likely includes classics.",0.0,0.18181818181818182,0.11809163818525367,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",329cac38fd1f4a990c2a3f048de64af3f98152d9827e0a0d5b396d5e807fcf10,0.4372241497039795,2.0390632152557373,2.476287364959717,1063,81,1144,14,7,7,7,14,,interleave_rank,False,303,259,562,303,259,562,14,0,0.56145179271698
mem0_semantic_top7,20260626_224609,conv-26,24,1,paper_update_wrapper,json_local,paper_binary,5,What books has Melanie read?,"""Nothing is Impossible"", ""Charlotte's Web""",Charlotte's Web,0.0,0.5714285714285715,0.22313016014842982,0.8,,"[1.0, 1.0, 0.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'WRONG', 'CORRECT', 'CORRECT']",075e6adbe246c5a9a02d479d7682976913edbaf632bda3a8573789d0fb8e16c2,0.514646053314209,2.02874493598938,2.543390989303589,1054,96,1150,14,7,7,7,14,,interleave_rank,False,309,252,561,309,252,561,14,0,0.43289345502853394
mem0_semantic_top7,20260626_224609,conv-26,25,1,paper_update_wrapper,json_local,paper_binary,5,What does Melanie do to destress?,"Running, pottery",Running,0.0,0.6666666666666666,0.36787944117144233,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",325b750c62b3050b508b6dfa6467c464cc93cbabd53cbee128f8f2fd9c9c06ee,0.43926429748535156,1.3969569206237793,1.8362212181091309,1076,84,1160,14,7,7,7,14,,interleave_rank,False,309,272,581,309,272,581,14,0,0.48084667325019836
mem0_semantic_top7,20260626_224609,conv-26,26,2,paper_update_wrapper,json_local,paper_binary,5,When did Caroline go to the LGBTQ conference?,10 July 2023,July 2023,0.0,0.8,0.6065306597126334,0.6,,"[0.0, 1.0, 1.0, 0.0, 1.0]","['WRONG', 'CORRECT', 'CORRECT', 'WRONG', 'CORRECT']",2aad96ae672d3136943866247ad1f7934d9593dca47b62d85ef3f067439dc2d0,0.3737599849700928,2.1356008052825928,2.5093607902526855,1218,123,1341,14,7,7,7,14,,interleave_rank,False,407,315,722,407,315,722,14,0,0.7420622706413269
mem0_semantic_top7,20260626_224609,conv-26,27,2,paper_update_wrapper,json_local,paper_binary,5,"When did Melanie read the book ""nothing is impossible""?",2022,2022,1.0,1.0,1.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",085a4e88906156655871d3c180066b93aaa008c768f5c935890cbdf39a2310f4,0.41710758209228516,4.437170028686523,4.854277610778809,1105,324,1429,14,7,7,7,14,,interleave_rank,False,309,299,608,309,299,608,14,0,0.393401175737381
mem0_semantic_top7,20260626_224609,conv-26,28,3,paper_update_wrapper,json_local,paper_binary,5,Would Caroline pursue writing as a career option?,"LIkely no; though she likes reading, she wants to be a counselor",No.,0.0,0.16666666666666669,4.5399929762484854e-05,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",92b186ee439b649d1d93a3ee85a234cab6914ed06839459ed81282c3d37fd1f3,0.35979294776916504,2.130258560180664,2.490051507949829,1071,90,1161,14,7,7,7,14,,interleave_rank,False,290,285,575,290,285,575,14,0,0.555681049823761
mem0_semantic_top7,20260626_224609,conv-26,29,2,paper_update_wrapper,json_local,paper_binary,5,When did Caroline go to the adoption meeting?,The friday before 15 July 2023,14 July 2023,0.0,0.5,0.3422780793550613,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",e81f7bba78f3854964de75cc6f9a4d19f4dbbd159caf836709f2a43128d4d8c6,0.2686612606048584,3.136300563812256,3.4049618244171143,2307,148,2455,14,7,7,7,14,,interleave_rank,False,353,283,636,353,283,636,14,0,0.7305190563201904
mem0_semantic_top7,20260626_224609,conv-26,30,2,paper_update_wrapper,json_local,paper_binary,5,When did Melanie go to the pottery workshop?,The Friday before 15 July 2023,"July 14, 2023",0.0,0.5,0.3422780793550613,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",3f69b93833f9273cf9a882a12103143cff0b822f1754247396c0f0651340c1ab,0.5472311973571777,1.574639081954956,2.121870279312134,1161,122,1283,14,7,7,7,14,,interleave_rank,False,314,352,666,314,352,666,14,0,0.5083791613578796
mem0_semantic_top7,20260626_224609,conv-26,31,3,paper_update_wrapper,json_local,paper_binary,5,Would Melanie be considered a member of the LGBTQ community?,"Likely no, she does not refer to herself as part of it",Not explicitly a member.,0.0,0.13333333333333333,0.016595689455954646,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",d4b51e8b2f0672ec3eed86965b8b37d63c9b248308b19f57e54b0a347c790f50,0.37659621238708496,4.962088346481323,5.338684558868408,1150,247,1397,14,7,7,7,14,,interleave_rank,False,360,293,653,360,293,653,14,0,0.5083033442497253
mem0_semantic_top7,20260626_224609,conv-26,32,2,paper_update_wrapper,json_local,paper_binary,5,When did Melanie go camping in June?,The week before 27 June 2023,"June 20-26, 2023.",0.0,0.5,0.3422780793550613,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",bea72d997ef9c60ddf5466ac0038a5150a8cff67ed79208c69bb7afeecfcf97c,0.854036808013916,3.9826653003692627,4.836702108383179,1249,316,1565,14,7,7,7,14,,interleave_rank,False,349,406,755,349,406,755,14,0,0.6019424200057983
mem0_semantic_top7,20260626_224609,conv-26,33,1,paper_update_wrapper,json_local,paper_binary,5,What LGBTQ+ events has Caroline participated in?,"Pride parade, school speech, support group","Pride parade, support group, workshop, advocacy, talk",0.0,0.6153846153846153,0.5714285714285714,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",706a801a52a36df83dde189bcba7bf67feff02ee8ccafd9ccdc9efe35c21aaa3,0.37552690505981445,5.394959449768066,5.770486354827881,1211,370,1581,14,7,7,7,14,,interleave_rank,False,400,315,715,400,315,715,14,0,0.7350327372550964
mem0_semantic_top7,20260626_224609,conv-26,34,2,paper_update_wrapper,json_local,paper_binary,5,When did Caroline go to a pride parade during the summer?,The week before 3 July 2023,11 August 2023,0.0,0.25,0.17113903967753066,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0]","['WRONG', 'WRONG', 'WRONG', 'WRONG', 'WRONG']",c56dc2e3ffc4d1851793a3d0d4d4209f24f57ed73926acb0c21dbbdf912ec156,0.40666913986206055,3.942521810531616,4.349190950393677,1191,289,1480,14,7,7,7,14,,interleave_rank,False,378,315,693,378,315,693,14,0,0.8000608086585999
mem0_semantic_top7,20260626_224609,conv-26,35,1,paper_update_wrapper,json_local,paper_binary,5,What events has Caroline participated in to help children?,"Mentoring program, school speech","talent show, youth center, school talk",0.0,0.2,0.16666666666666666,0.6,,"[1.0, 1.0, 0.0, 0.0, 1.0]","['CORRECT', 'CORRECT', 'WRONG', 'WRONG', 'CORRECT']",e630095bbc864d68c4a9cadbc0f7c3b5109dcb6682a7e9d9fcbe06ff85e4c109,0.7664613723754883,7.630374431610107,8.396835803985596,1131,518,1649,14,7,7,7,14,,interleave_rank,False,338,295,633,338,295,633,14,0,0.5868446826934814
mem0_semantic_top7,20260626_224609,conv-26,36,2,paper_update_wrapper,json_local,paper_binary,5,When did Melanie go camping in July?,two weekends before 17 July 2023,early July 2023,0.0,0.4444444444444444,0.24525296078096154,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",6e6abf3977ef4f8a4f6415b4e948594b3573f748d27a8b794b76128fa1747335,0.543175220489502,12.921445846557617,13.46462106704712,1247,962,2209,14,7,7,7,14,,interleave_rank,False,347,406,753,347,406,753,14,0,0.5879805088043213
mem0_semantic_top7,20260626_224609,conv-26,37,2,paper_update_wrapper,json_local,paper_binary,5,When did Caroline join a mentorship program?,The weekend before 17 July 2023,Mid-July 2023,0.0,0.28571428571428575,0.11156508007421491,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",01f16095d626588f97afcd9599f02bd44b8eab7fc412316b1eeb74b67a391a39,0.3763124942779541,2.0769686698913574,2.4532811641693115,1164,114,1278,14,7,7,7,14,,interleave_rank,False,345,323,668,345,323,668,14,0,0.7177854776382446
mem0_semantic_top7,20260626_224609,conv-26,38,1,paper_update_wrapper,json_local,paper_binary,5,What did Melanie paint recently?,sunset,Sunflower field,0.0,0.0,0.0,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0]","['WRONG', 'WRONG', 'WRONG', 'WRONG', 'WRONG']",9178490181e36d0448c6c064aece3f56744162a8ed2893bc3607e2e68a56a4e3,0.3913688659667969,2.2132136821746826,2.6045825481414795,1149,124,1273,14,7,7,7,14,,interleave_rank,False,360,299,659,360,299,659,14,0,0.5129545331001282
mem0_semantic_top7,20260626_224609,conv-26,39,1,paper_update_wrapper,json_local,paper_binary,5,What activities has Melanie done with her family?,"Pottery, painting, camping, museum, swimming, hiking","Camping, hiking, beach outings.",0.0,0.4,0.3032653298563167,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",18e88520a1b0ac9e0738ca3d9d6f25d5a87f2844a0eb9fe282a6a5655935595d,0.397716760635376,2.6565613746643066,3.0542781352996826,1127,102,1229,14,7,7,7,14,,interleave_rank,False,304,328,632,304,328,632,14,0,0.536024808883667
mem0_semantic_top7,20260626_224609,conv-26,40,1,paper_update_wrapper,json_local,paper_binary,5,In what ways is Caroline participating in the LGBTQ community?,"Joining activist group, going to pride parades, participating in an art show, mentoring program","Events, talks, volunteering, activism.",0.0,0.0,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",bc18555919018acc388030ad742144c32e1ef65674be46a4ecbb9bc430ae1b27,0.46114563941955566,5.46417760848999,5.925323247909546,1186,360,1546,14,7,7,7,14,,interleave_rank,False,381,308,689,381,308,689,14,0,0.7269136905670166
mem0_semantic_top7,20260626_224609,conv-26,41,1,paper_update_wrapper,json_local,paper_binary,5,How many times has Melanie gone to the beach in 2023?,2,0,0.0,0.0,0.0,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0]","['WRONG', 'WRONG', 'WRONG', 'WRONG', 'WRONG']",547b2cf23c886007280789ed9e60a31c333cc177abfeaf89de241e7a8a610c53,0.3612041473388672,4.551576137542725,4.912780284881592,1226,397,1623,14,7,7,7,14,,interleave_rank,False,364,359,723,364,359,723,14,0,0.5142013430595398
mem0_semantic_top7,20260626_224609,conv-26,42,2,paper_update_wrapper,json_local,paper_binary,5,When did Caroline join a new activist group?,The Tuesday before 20 July 2023,18 July 2023,0.0,0.5,0.3422780793550613,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",aeeb183145e0bc11e0ab3a0de6d2b68731334ac040e20c60c580279ed2c1ecb3,0.6663062572479248,2.1420202255249023,2.808326482772827,1190,87,1277,14,7,7,7,14,,interleave_rank,False,384,308,692,384,308,692,14,0,0.7389004230499268
mem0_semantic_top7,20260626_224609,conv-26,43,3,paper_update_wrapper,json_local,paper_binary,5,Would Melanie be more interested in going to a national park or a theme park?,National park; she likes the outdoors,Melanie prefers national parks.,0.0,0.22222222222222224,0.19470019576785122,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",00b51fdafb9ca32b0fc9934fd31dc3d71653f763ba04b58c1ad0abed114dcd6a,0.5267634391784668,1.426253080368042,1.9530165195465088,1219,51,1270,14,7,7,7,14,,interleave_rank,False,330,385,715,330,385,715,14,0,0.5314310789108276
mem0_semantic_top7,20260626_224609,conv-26,44,1,paper_update_wrapper,json_local,paper_binary,5,What kind of art does Caroline make?,abstract art,Paintings,0.0,0.0,0.0,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0]","['WRONG', 'WRONG', 'WRONG', 'WRONG', 'WRONG']",82b2b2b1966576b978df6b902544a65f5ff84a19359bc79af84b406f5980e6ef,0.3541886806488037,2.266024589538574,2.620213270187378,1058,114,1172,14,7,7,7,14,,interleave_rank,False,316,249,565,316,249,565,14,0,0.6560172438621521
mem0_semantic_top7,20260626_224609,conv-26,45,2,paper_update_wrapper,json_local,paper_binary,5,When is Melanie's daughter's birthday?,13 August,August 13,0.0,1.0,1.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",9825b53aa0dcf937d58dd2c42d3942b690ee33cc9f6d7b5ece34666735dd71c2,0.42423462867736816,2.390429973602295,2.814664602279663,1164,159,1323,14,7,7,7,14,,interleave_rank,False,344,324,668,344,324,668,14,0,0.6039913296699524
