method,run_id,sample_id,qa_index,category,memory_update_mode,memory_wrapper_store,judge_mode,judge_runs,question,ground_truth,predicted_answer,exact_match,f1,bleu1,judge_score,judge_reason,judge_scores,judge_labels,judge_cache_key,search_latency_sec,generation_latency_sec,total_latency_sec,prompt_tokens,completion_tokens,total_tokens,num_retrieved_memories,num_speaker_1_memories,num_speaker_2_memories,top_k_per_speaker,max_total_retrieved_memories,retrieval_token_budget,retrieval_budget_strategy,retrieval_token_budget_applied,speaker_1_memory_tokens,speaker_2_memory_tokens,retrieved_memory_tokens,speaker_1_memory_tokens_pre_trim,speaker_2_memory_tokens_pre_trim,retrieved_memory_tokens_pre_trim,num_retrieved_memories_pre_trim,num_retrieved_memories_dropped_by_budget,top1_memory_score
amem_global_linked_top14_openaiemb_last5,20260628_203818,conv-44,11,2,amem_robust_evolution,amem_simple_embedding,paper_binary,5,When did Audrey's positive reinforcement training course for dogs take place?,"June, 2023",2023-07-03,0.0,0.0,0.0,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0]","['WRONG', 'WRONG', 'WRONG', 'WRONG', 'WRONG']",713f6dde605467666c69ddb7561ceb0a5158222bf9f6ffd1ce7dff62365a58f4,2.7982144355773926,4.019541263580322,6.817755699157715,3986,341,4327,29,29,0,,14,,interleave_rank,False,3862,0,3862,3862,0,3862,29,0,0.7120990753173828
amem_global_linked_top14_openaiemb_last5,20260628_203818,conv-44,12,2,amem_robust_evolution,amem_simple_embedding,paper_binary,5,When did Andrew go rock climbing?,"June 11, 2023","Last Sunday (June 11, 2023)",0.0,0.7499999999999999,0.6,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",f06844645587ab69ab0574611dc2c3982a37752d4ff301744f25adfa10db6312,2.5306849479675293,2.739431619644165,5.270116567611694,4006,208,4214,31,31,0,,14,,interleave_rank,False,3850,0,3850,3850,0,3850,31,0,0.6195539236068726
amem_global_linked_top14_openaiemb_last5,20260628_203818,conv-44,13,1,amem_robust_evolution,amem_simple_embedding,paper_binary,5,What outdoor activities has Andrew done other than hiking in nature?,"rock climbing, fishing, camping","rock climbing, camping",0.0,0.8571428571428571,0.7165313105737893,0.8,,"[1.0, 0.0, 1.0, 1.0, 1.0]","['CORRECT', 'WRONG', 'CORRECT', 'CORRECT', 'CORRECT']",3345b6e98e46e26aceb139115cced275f82b2b64ef8123702dadbf4f3e6b7308,2.5610604286193848,2.294487237930298,4.855547666549683,4590,138,4728,38,38,0,,14,,interleave_rank,False,4434,0,4434,4434,0,4434,38,0,0.6263798475265503
amem_global_linked_top14_openaiemb_last5,20260628_203818,conv-44,14,2,amem_robust_evolution,amem_simple_embedding,paper_binary,5,When did Audrey move to a new place?,June 2023,2023-06-26,0.0,0.0,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",1b1a81514c34f6e913eb311eb2d2cef45f5a4289a3a052678750dee216c6f982,2.476996898651123,2.9251081943511963,5.402105093002319,5236,190,5426,42,42,0,,14,,interleave_rank,False,5070,0,5070,5070,0,5070,42,0,0.49164968729019165
amem_global_linked_top14_openaiemb_last5,20260628_203818,conv-44,15,1,amem_robust_evolution,amem_simple_embedding,paper_binary,5,What is something that Andrew really misses while working in the city?,being in nature,nature,0.0,0.5,0.1353352832366127,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",7e7ba7a486208349e22e8e915b343dc67d91204407bc7634737fc33ddf8a276b,2.496309518814087,1.3391683101654053,3.835477828979492,4434,63,4497,34,34,0,,14,,interleave_rank,False,4312,0,4312,4312,0,4312,34,0,0.4256952702999115
amem_global_linked_top14_openaiemb_last5,20260628_203818,conv-44,16,1,amem_robust_evolution,amem_simple_embedding,paper_binary,5,What is a shared frustration regarding dog ownership for Audrey and Andrew?,Not being able to find pet friendly spots.,challenging finding a dog-friendly place in the city,0.0,0.0,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",e73d26152f21a4607d0dafc395cd53be06750bdb923d610bebc77cc4b9971f95,2.9544565677642822,3.6549184322357178,6.609375,3230,294,3524,24,24,0,,14,,interleave_rank,False,3115,0,3115,3115,0,3115,24,0,0.5512428283691406
amem_global_linked_top14_openaiemb_last5,20260628_203818,conv-44,17,2,amem_robust_evolution,amem_simple_embedding,paper_binary,5,When is Andrew going to go hiking with Audrey?,August,Next month (November 2023).,0.0,0.0,0.0,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0]","['WRONG', 'WRONG', 'WRONG', 'WRONG', 'WRONG']",7ebb2ee4a9bcb60ae38ef57e98eb5083d2cdb66c4fa8a4b468242f04acbd95d2,2.2742350101470947,2.123685121536255,4.39792013168335,3428,152,3580,24,24,0,,14,,interleave_rank,False,3304,0,3304,3304,0,3304,24,0,0.6617748737335205
amem_global_linked_top14_openaiemb_last5,20260628_203818,conv-44,18,1,amem_robust_evolution,amem_simple_embedding,paper_binary,5,How many times did Audrey and Andew plan to hike together?,three times,multiple times,0.0,0.5,0.5,0.2,,"[0.0, 0.0, 0.0, 1.0, 0.0]","['WRONG', 'WRONG', 'WRONG', 'CORRECT', 'WRONG']",e450e0a6460b36b685d24369da5e6f81d943a3a8b5d2edf7b5c8f607557fbf46,2.867081642150879,14.83712363243103,17.70420527458191,3924,1538,5462,29,29,0,,14,,interleave_rank,False,3802,0,3802,3802,0,3802,29,0,0.6012163162231445
amem_global_linked_top14_openaiemb_last5,20260628_203818,conv-44,19,1,amem_robust_evolution,amem_simple_embedding,paper_binary,5,Where did Audrey get Pixie from?,breeder,adopted,0.0,0.0,0.0,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0]","['WRONG', 'WRONG', 'WRONG', 'WRONG', 'WRONG']",e123cc0da6683a7fe11577e03d89a8d2d7682095be21ad00ba82b3d7458246e5,3.2368595600128174,4.419522762298584,7.656382322311401,3875,381,4256,30,30,0,,14,,interleave_rank,False,3762,0,3762,3762,0,3762,30,0,0.49732327461242676
amem_global_linked_top14_openaiemb_last5,20260628_203818,conv-44,20,3,amem_robust_evolution,amem_simple_embedding,paper_binary,5,What is an indoor activity that Andrew would enjoy doing while make his dog happy?,cook dog treats,playing fetch,0.0,0.0,0.0,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0]","['WRONG', 'WRONG', 'WRONG', 'WRONG', 'WRONG']",65b8ac786312919dbc8e3e3d3857d543004a3d492d2416e31fffc22eb9ba2474,3.625126361846924,14.218923091888428,17.84404945373535,4013,1304,5317,34,34,0,,14,,interleave_rank,False,3862,0,3862,3862,0,3862,34,0,0.6353645920753479
amem_global_linked_top14_openaiemb_last5,20260628_203818,conv-44,21,3,amem_robust_evolution,amem_simple_embedding,paper_binary,5,Which meat does Audrey prefer eating more than others?,chicken,chicken,1.0,1.0,1.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",98bd7cd6772da2047fc5703a53d1d4ba3dc895f77d08357dc06b827f78fda389,2.4086575508117676,2.0572926998138428,4.46595025062561,3153,90,3243,26,26,0,,14,,interleave_rank,False,3047,0,3047,3047,0,3047,26,0,0.4860895276069641
amem_global_linked_top14_openaiemb_last5,20260628_203818,conv-44,22,1,amem_robust_evolution,amem_simple_embedding,paper_binary,5,What are the classes that Audrey took for her dogs to?,"Positive reinforcement training class for bonding, dog training course, agility class","dog training course, dog grooming course, and agility classes",0.0,0.39999999999999997,0.35588329018524795,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",e02cb5877a67c94d164b6fef78f3747524717a9ac3fde5d5709a567a2f626c8c,2.9762489795684814,4.671131372451782,7.647380352020264,4609,390,4999,33,33,0,,14,,interleave_rank,False,4502,0,4502,4502,0,4502,33,0,0.5931994318962097
amem_global_linked_top14_openaiemb_last5,20260628_203818,conv-44,23,2,amem_robust_evolution,amem_simple_embedding,paper_binary,5,Where did Andrew go during the first weekend of August 2023?,camping with girlfriend,camping,0.0,0.5,0.1353352832366127,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",736bc94a6329af9d96ba4ce08519039ccd59d75b5ab1680c6592a232cbdb7488,3.332103729248047,3.245250701904297,6.577354431152344,4173,246,4419,36,36,0,,14,,interleave_rank,False,3994,0,3994,3994,0,3994,36,0,0.49105292558670044
amem_global_linked_top14_openaiemb_last5,20260628_203818,conv-44,24,1,amem_robust_evolution,amem_simple_embedding,paper_binary,5,What are some problems that Andrew faces before he adopted Toby?,Finding the right dog and pet-friendly apartments close to open spaces,challenging finding a dog-friendly place in the city,0.0,0.125,0.08556951983876533,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",e5cd684556ec56c4245c35eb4c2336ddba3610f1431d6cf788ef607b7342d8a7,3.271312713623047,5.169146537780762,8.440459251403809,3611,540,4151,29,29,0,,14,,interleave_rank,False,3478,0,3478,3478,0,3478,29,0,0.5437686443328857
amem_global_linked_top14_openaiemb_last5,20260628_203818,conv-44,25,1,amem_robust_evolution,amem_simple_embedding,paper_binary,5,Did Audrey and Andrew grow up with a pet dog?,Yes,Not mentioned.,0.0,0.0,0.0,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0]","['WRONG', 'WRONG', 'WRONG', 'WRONG', 'WRONG']",8345c61e330dbef14fc79174c6c85b0765f1921f60c2f42687c28ea228820608,2.165133237838745,3.228605270385742,5.393738508224487,3173,195,3368,24,24,0,,14,,interleave_rank,False,3058,0,3058,3058,0,3058,24,0,0.6096844673156738
amem_global_linked_top14_openaiemb_last5,20260628_203818,conv-44,26,2,amem_robust_evolution,amem_simple_embedding,paper_binary,5,When did Andrew and his girlfriend go fishing?,"weekend before August 24, 2023","August 19, 2023",0.0,0.5,0.3422780793550613,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",306d974c2f45860718a31caeab2f443846e4622ef638a6a063612857080c2a48,2.5794713497161865,5.006466627120972,7.585937976837158,4364,449,4813,33,33,0,,14,,interleave_rank,False,4204,0,4204,4204,0,4204,33,0,0.6570544242858887
amem_global_linked_top14_openaiemb_last5,20260628_203818,conv-44,27,1,amem_robust_evolution,amem_simple_embedding,paper_binary,5,What is the biggest stressor in Andrew's life besides not being able to hike frequently?,work,work,1.0,1.0,1.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",12a8aeb464472d3e5e9afe4e2c26f1ee80c2bafa1cfe7ad695dafb83858f7d17,2.661386728286743,1.68648362159729,4.347870349884033,4647,87,4734,34,34,0,,14,,interleave_rank,False,4497,0,4497,4497,0,4497,34,0,0.5714698433876038
amem_global_linked_top14_openaiemb_last5,20260628_203818,conv-44,28,1,amem_robust_evolution,amem_simple_embedding,paper_binary,5,How does Andrew feel about his current work?,Stressful,tough and stressful,0.0,0.5,0.3333333333333333,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",0083f1ade3f3c2f6b8d440086ab67c954fca9845764fb2ea2715e6548926c550,2.1033775806427,3.092601776123047,5.195979356765747,3652,244,3896,31,31,0,,14,,interleave_rank,False,3513,0,3513,3513,0,3513,31,0,0.5103096961975098
amem_global_linked_top14_openaiemb_last5,20260628_203818,conv-44,29,1,amem_robust_evolution,amem_simple_embedding,paper_binary,5,What is something that Audrey often dresses up her dogs with?,Hats,party hats,0.0,0.6666666666666666,0.5,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",0043ce54adc4e710d59c47e3373cf9b051543714475f860bd6e5bcf45acf3277,2.6076292991638184,11.840767860412598,14.448397159576416,5219,1209,6428,39,39,0,,14,,interleave_rank,False,5079,0,5079,5079,0,5079,39,0,0.33258867263793945
amem_global_linked_top14_openaiemb_last5,20260628_203818,conv-44,30,1,amem_robust_evolution,amem_simple_embedding,paper_binary,5,What are the names of Audrey's dogs?,"Pepper, Precious, Panda, and Pixie","Pepper, Precious, Panda, and Pixie",1.0,1.0,1.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",5d4d0ea26d7d34e1438c051f2b6bef4fb591a8dbba49a80124e71bd5106bfc1b,2.44997239112854,6.577643156051636,9.027615547180176,4721,621,5342,37,37,0,,14,,interleave_rank,False,4590,0,4590,4590,0,4590,37,0,0.5993437767028809
amem_global_linked_top14_openaiemb_last5,20260628_203818,conv-44,31,2,amem_robust_evolution,amem_simple_embedding,paper_binary,5,When is Andrew planning to go to the beach with his girlfriend?,November 2023,next month (November 2023),0.0,0.6666666666666666,0.5,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",0de3a1f19180e50a92fee995b70f8e21b71a98aa1032f85687b733a73fd7d790,2.394596576690674,1.972372055053711,4.366968631744385,3767,113,3880,29,29,0,,14,,interleave_rank,False,3619,0,3619,3619,0,3619,29,0,0.6674061417579651
amem_global_linked_top14_openaiemb_last5,20260628_203818,conv-44,32,1,amem_robust_evolution,amem_simple_embedding,paper_binary,5,What has Andrew done with his dogs?,Taking walks and hiking,played board games with Toby.,0.0,0.0,0.0,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0]","['WRONG', 'WRONG', 'WRONG', 'WRONG', 'WRONG']",041d030809262142ef5bd3d0735e75ead1b6a726b487f1c0edfd4c387c644bbf,2.440504789352417,8.78530740737915,11.225812196731567,3064,829,3893,23,23,0,,14,,interleave_rank,False,2954,0,2954,2954,0,2954,23,0,0.5895735025405884
amem_global_linked_top14_openaiemb_last5,20260628_203818,conv-44,33,1,amem_robust_evolution,amem_simple_embedding,paper_binary,5,What kind of tattoo does Audrey have on her arm?,Tattoos of her four dogs.,tattoo of my four dogs,0.0,0.6,0.6,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",24d534e7a7990e0b27c09dcc9779fff6f0a70cca88b50bc7cfec8b2d1a5c3c0c,2.7848238945007324,2.289846181869507,5.074670076370239,5107,153,5260,38,38,0,,14,,interleave_rank,False,4976,0,4976,4976,0,4976,38,0,0.5748008489608765
amem_global_linked_top14_openaiemb_last5,20260628_203818,conv-44,34,3,amem_robust_evolution,amem_simple_embedding,paper_binary,5,What can Andrew potentially do to improve his stress and accomodate his living situation with his dogs?,Change to a hybrid or remote job so he can move away from the city to the suburbs to have a larger living space and be closer to nature.,find a dog-friendly spot,0.0,0.0,0.0,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0]","['WRONG', 'WRONG', 'WRONG', 'WRONG', 'WRONG']",832f0073d5b1a302423316b1b05a692a6d2b0dc4d43badd8a15b0bf03401196b,4.110584735870361,3.7758901119232178,7.886474847793579,4690,306,4996,34,34,0,,14,,interleave_rank,False,4530,0,4530,4530,0,4530,34,0,0.5645588636398315
amem_global_linked_top14_openaiemb_last5,20260628_203818,conv-44,35,2,amem_robust_evolution,amem_simple_embedding,paper_binary,5,How many months passed between Andrew adopting Toby and Buddy?,three months,3 months,0.0,0.5,0.5,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",8af947b7c0f34582d7de78616fa2e436f6b8faa4536314ea6142850754f0ac4c,2.4775564670562744,2.233124017715454,4.7106804847717285,3365,159,3524,27,27,0,,14,,interleave_rank,False,3222,0,3222,3222,0,3222,27,0,0.6033670902252197
amem_global_linked_top14_openaiemb_last5,20260628_203818,conv-44,36,1,amem_robust_evolution,amem_simple_embedding,paper_binary,5,What are the names of Andrew's dogs?,"Toby, Scout, Buddy",The context does not provide the names of Andrew's dogs.,0.0,0.0,0.0,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0]","['WRONG', 'WRONG', 'WRONG', 'WRONG', 'WRONG']",57cf554d47cf13815be55bd4da3a9f3668777a0e836bce6df3594680d0b8b536,2.588927984237671,3.4528489112854004,6.041776895523071,3251,267,3518,26,26,0,,14,,interleave_rank,False,3133,0,3133,3133,0,3133,26,0,0.5942716598510742
amem_global_linked_top14_openaiemb_last5,20260628_203818,conv-44,37,1,amem_robust_evolution,amem_simple_embedding,paper_binary,5,What are some foods that Audrey likes eating?,"chicken pot pie, chicken roast, blueberry muffins, sushi","sushi, chicken pot pie, roasted chicken, pastries",0.0,0.6666666666666666,0.6191984998215584,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",d4e5e5071f8d36acbd1723e1df2d787a311fa401942d84beda140616174cc551,2.7599236965179443,4.439786911010742,7.1997106075286865,3898,383,4281,30,30,0,,14,,interleave_rank,False,3781,0,3781,3781,0,3781,30,0,0.5212528705596924
amem_global_linked_top14_openaiemb_last5,20260628_203818,conv-44,38,2,amem_robust_evolution,amem_simple_embedding,paper_binary,5,When did Audrey get into an accident in the park?,"between October 19 and 24, 2023",October 2023,0.0,0.5,0.1353352832366127,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",4fe433b76ef47840d5d88cba279e8808eef0318a355f5c20e650870fd2df73f4,2.724947214126587,3.7797863483428955,6.504733562469482,4528,351,4879,30,30,0,,14,,interleave_rank,False,4396,0,4396,4396,0,4396,30,0,0.4857553243637085
amem_global_linked_top14_openaiemb_last5,20260628_203818,conv-44,39,2,amem_robust_evolution,amem_simple_embedding,paper_binary,5,When did Andrew and his girlfriend go on a wine tasting trip?,"the weekend before October 24, 2023","Oct 21-22, 2023",0.0,0.25,0.17113903967753066,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",bbc14f912029bbf2b7210643c0010016c85276c7a95a6f88a4262f51ed57fe92,3.915350914001465,4.295344591140747,8.210695505142212,3147,378,3525,22,22,0,,14,,interleave_rank,False,3011,0,3011,3011,0,3011,22,0,0.576849102973938
amem_global_linked_top14_openaiemb_last5,20260628_203818,conv-44,40,1,amem_robust_evolution,amem_simple_embedding,paper_binary,5,What did Audrey get wtih having so many dogs?,Companionship,love and happiness,0.0,0.0,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",2e4f72877608cbe9f64e2843bf864a896290f703dcb13a6a386ae6c7c785ab53,2.740211009979248,7.536370277404785,10.276581287384033,5560,720,6280,40,40,0,,14,,interleave_rank,False,5432,0,5432,5432,0,5432,40,0,0.5391931533813477
amem_global_linked_top14_openaiemb_last5,20260628_203818,conv-44,41,1,amem_robust_evolution,amem_simple_embedding,paper_binary,5,What is a good place for dogs to run around freely and meet new friends?,The dog park,dog park,1.0,1.0,1.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",1aa4cbb6799c5ed340b34c59e47306f24da6166212b727226ef33e95a4ed249e,3.1742472648620605,2.5959079265594482,5.770155191421509,4122,142,4264,30,30,0,,14,,interleave_rank,False,3999,0,3999,3999,0,3999,30,0,0.6589394807815552
